,down,time,TimeSecs,PlayTimeDiff,SideofField
292768,2.0,11:01,2461.0,36.0,TEN
50179,2.0,03:17,1997.0,36.0,TEN
243175,1.0,11:33,3393.0,33.0,SD
176799,1.0,03:39,2919.0,40.0,BAL
406613,3.0,03:05,2885.0,42.0,JAX
189345,2.0,14:00,840.0,35.0,KC
243617,4.0,01:29,989.0,43.0,DAL
31155,1.0,03:08,188.0,36.0,MIA
59034,3.0,01:53,1013.0,43.0,PHI
10768,3.0,03:27,207.0,0.0,GB
368868,1.0,00:42,1842.0,0.0,BUF
286072,1.0,10:03,2403.0,11.0,MIA
77079,1.0,04:50,2090.0,37.0,SD
314199,2.0,00:38,38.0,41.0,NE
98493,3.0,00:53,53.0,44.0,JAC
89456,3.0,09:11,1451.0,3.0,GB
1236,2.0,10:19,2419.0,32.0,CAR
20250,3.0,07:57,1377.0,38.0,ATL
162180,1.0,05:34,1234.0,4.0,OAK
249293,2.0,14:16,2656.0,6.0,KC
379431,,08:48,2328.0,6.0,LA
132170,1.0,12:22,2542.0,34.0,NO
271184,1.0,09:53,2393.0,14.0,CLE
148155,1.0,09:03,3243.0,50.0,TEN
366907,3.0,05:24,1224.0,22.0,LAC
65508,3.0,05:29,3029.0,41.0,NE
257182,3.0,01:17,2777.0,34.0,HOU
175064,1.0,01:37,1897.0,23.0,JAC
351976,1.0,04:25,265.0,9.0,MIA
68892,,10:07,2407.0,0.0,DEN
218499,3.0,05:39,339.0,4.0,KC
223721,,10:15,3315.0,0.0,NO
59243,1.0,03:58,238.0,7.0,TB
362329,,02:00,1920.0,31.0,DET
398437,1.0,00:31,931.0,42.0,ARI
169130,1.0,04:38,1178.0,8.0,CIN
380854,1.0,14:18,858.0,5.0,SEA
96796,1.0,01:26,1886.0,0.0,KC
162721,2.0,07:06,1326.0,40.0,PIT
126704,2.0,05:32,3032.0,35.0,CHI
275516,1.0,00:07,1807.0,6.0,JAC
375984,2.0,05:18,2118.0,19.0,MIN
247328,1.0,11:04,1564.0,17.0,PHI
83044,4.0,04:25,1165.0,3.0,SEA
275019,2.0,02:29,1049.0,28.0,CLE
92905,1.0,13:34,2614.0,34.0,CAR
99183,1.0,10:41,641.0,28.0,DAL
402848,3.0,02:23,1943.0,43.0,BUF
149095,1.0,02:02,2822.0,45.0,ATL
196371,3.0,12:37,2557.0,43.0,ARI
175941,4.0,08:41,2321.0,40.0,NYJ
309713,4.0,12:59,3479.0,40.0,GB
204907,1.0,01:57,1017.0,31.0,BAL
334690,2.0,07:36,2256.0,39.0,BUF
173516,2.0,04:28,1168.0,39.0,ARI
368202,1.0,04:53,293.0,40.0,JAX
249743,2.0,06:53,413.0,5.0,DAL
314673,2.0,15:00,900.0,0.0,PHI
42843,,00:00,900.0,7.0,MIA
318770,2.0,05:01,1201.0,43.0,NYG
355361,2.0,02:12,1932.0,5.0,IND
374059,3.0,03:24,1104.0,43.0,DET
349533,2.0,09:51,591.0,48.0,HOU
254853,2.0,05:21,1221.0,47.0,JAC
231600,2.0,00:32,1832.0,10.0,HOU
340597,2.0,13:36,2616.0,38.0,SEA
249652,1.0,07:56,2276.0,44.0,JAC
42792,1.0,02:02,1922.0,24.0,PIT
56751,1.0,09:54,3294.0,10.0,ATL
138664,2.0,09:34,3274.0,38.0,NE
406926,4.0,01:41,101.0,6.0,TB
297942,2.0,04:52,1192.0,21.0,PHI
60650,4.0,02:28,148.0,2.0,MIA
241622,1.0,03:40,2920.0,0.0,BAL
291860,1.0,11:58,2518.0,0.0,DEN
39704,2.0,09:11,551.0,0.0,NO
69536,,05:19,1219.0,10.0,DAL
383303,4.0,00:17,1817.0,5.0,PIT
233191,3.0,06:03,1263.0,19.0,KC
143133,,00:00,900.0,15.0,CLE
337423,2.0,09:38,578.0,40.0,BUF
367635,1.0,00:41,941.0,44.0,ATL
393856,2.0,15:00,2700.0,0.0,ATL
203263,1.0,14:10,3550.0,38.0,HOU
304292,2.0,03:31,2911.0,36.0,OAK
81478,4.0,02:20,1040.0,5.0,NO
139316,2.0,05:12,1212.0,36.0,DAL
341105,2.0,03:03,2883.0,30.0,DEN
238466,2.0,12:39,3459.0,0.0,WAS
97696,,02:00,1920.0,25.0,WAS
305624,3.0,11:16,1576.0,30.0,BUF
341764,1.0,03:14,194.0,33.0,CAR
217668,1.0,07:05,2225.0,30.0,NE
51736,1.0,07:37,2257.0,0.0,STL
127604,1.0,02:12,2832.0,0.0,CAR
401758,1.0,15:00,2700.0,0.0,OAK
282060,3.0,00:04,1804.0,5.0,IND
282842,2.0,04:09,249.0,10.0,TB
246120,2.0,15:00,900.0,0.0,IND
9977,2.0,03:58,2938.0,41.0,NO
93359,2.0,03:36,216.0,38.0,ARI
336118,1.0,13:24,3504.0,26.0,WAS
144870,2.0,03:04,1084.0,38.0,ARI
272737,2.0,00:52,2752.0,34.0,BAL
390853,3.0,07:17,3137.0,5.0,DET
258250,1.0,11:44,3404.0,8.0,NO
329895,3.0,03:27,2007.0,37.0,BUF
29071,2.0,13:23,803.0,30.0,STL
224069,1.0,10:47,3347.0,43.0,STL
52142,2.0,04:16,1156.0,35.0,DEN
142110,2.0,02:39,2859.0,10.0,PHI
224674,2.0,12:12,732.0,4.0,OAK
406405,3.0,03:06,186.0,41.0,LAC
3741,3.0,04:19,1159.0,0.0,NYJ
398823,3.0,06:59,419.0,41.0,JAX
398555,,09:24,2364.0,0.0,LA
106753,4.0,08:25,505.0,45.0,KC
339490,4.0,06:36,2196.0,5.0,PIT
207782,4.0,11:55,715.0,30.0,SD
278500,1.0,15:00,3600.0,0.0,MIA
171183,2.0,03:31,2011.0,43.0,GB
356771,3.0,07:36,2256.0,33.0,PHI
19971,2.0,10:30,3330.0,33.0,NO
29094,2.0,05:15,315.0,36.0,SEA
54281,2.0,09:27,567.0,28.0,STL
405016,2.0,02:24,1044.0,17.0,NYG
255017,2.0,04:45,1185.0,37.0,MID
209013,4.0,13:38,3518.0,4.0,GB
175590,4.0,11:30,2490.0,5.0,PHI
191439,4.0,09:13,2353.0,31.0,CIN
285754,,08:07,487.0,11.0,CLE
195680,4.0,04:59,2099.0,26.0,NE
330297,3.0,14:13,853.0,41.0,NYG
246977,4.0,10:10,1510.0,6.0,TB
184830,,04:13,1153.0,4.0,ARI
245241,3.0,13:57,3537.0,36.0,CIN
279624,4.0,02:54,2874.0,4.0,IND
217777,,01:15,75.0,0.0,MIA
57954,2.0,05:08,308.0,7.0,GB
89243,4.0,01:42,1902.0,0.0,SEA
57933,4.0,10:48,648.0,5.0,MIA
75738,3.0,13:25,2605.0,45.0,BUF
9380,3.0,03:34,1114.0,5.0,KC
202358,1.0,12:51,2571.0,41.0,WAS
113234,,09:18,558.0,0.0,ARI
242270,3.0,03:21,201.0,25.0,CLE
25278,,15:00,3600.0,0.0,BAL
117078,1.0,00:33,933.0,36.0,ATL
184525,4.0,03:17,197.0,1.0,CHI
231740,4.0,14:10,2650.0,37.0,NO
83701,2.0,02:00,1920.0,0.0,MIN
130279,4.0,06:21,1281.0,5.0,JAC
56513,3.0,15:00,900.0,42.0,TB
389671,3.0,06:05,1265.0,6.0,NYG
4474,,00:00,900.0,37.0,SF
110197,2.0,09:18,1458.0,37.0,MIA
162203,4.0,10:33,633.0,4.0,OAK
211941,,05:57,2157.0,5.0,50
296611,2.0,08:08,2288.0,22.0,KC
147270,2.0,10:42,3342.0,29.0,DEN
233810,3.0,08:10,3190.0,41.0,GB
15069,1.0,14:25,865.0,35.0,TEN
169967,1.0,01:16,1876.0,8.0,PIT
171713,1.0,12:15,2535.0,38.0,CHI
263246,2.0,11:59,2519.0,39.0,CLE
207880,1.0,04:37,2077.0,41.0,GB
387160,4.0,01:14,2774.0,46.0,MIN
160720,,01:55,115.0,7.0,DET
381468,1.0,00:17,2717.0,6.0,CLE
188466,1.0,13:16,3496.0,34.0,STL
144587,4.0,11:08,3368.0,47.0,OAK
91151,4.0,02:44,1964.0,57.0,SEA
137542,4.0,05:51,351.0,5.0,TB
246994,1.0,04:02,1142.0,8.0,CLE
145684,1.0,12:39,3459.0,0.0,ARI
243638,2.0,08:53,533.0,18.0,NYG
331304,1.0,06:40,2200.0,9.0,NYG
307944,,05:40,340.0,6.0,HOU
388813,3.0,10:44,1544.0,42.0,JAX
172041,3.0,06:33,3093.0,5.0,BAL
315316,4.0,12:35,2555.0,39.0,CLE
108728,,00:00,0.0,36.0,DET
180238,2.0,00:51,51.0,1.0,BUF
333092,4.0,12:12,2532.0,24.0,ARI
29437,1.0,01:32,92.0,24.0,NYJ
253065,4.0,03:32,1112.0,43.0,OAK
167982,2.0,06:56,3116.0,36.0,SD
129851,3.0,11:09,2469.0,33.0,MIA
359156,1.0,03:41,2021.0,11.0,BAL
216304,2.0,09:17,2357.0,41.0,SD
211654,3.0,10:33,633.0,6.0,BAL
2032,3.0,10:15,615.0,15.0,STL
132309,1.0,07:46,3166.0,7.0,MIN
119597,1.0,04:28,2968.0,36.0,PHI
384133,2.0,03:38,2918.0,47.0,NO
324339,3.0,04:11,2951.0,38.0,SF
101540,3.0,14:15,3555.0,41.0,ARI
70004,2.0,13:07,2587.0,30.0,MIA
330510,2.0,00:41,41.0,5.0,CAR
193726,,10:31,2431.0,10.0,CHI
107116,1.0,10:55,3355.0,37.0,IND
45241,1.0,08:58,538.0,6.0,DET
116657,,03:16,2896.0,29.0,ARI
53398,3.0,10:52,652.0,0.0,PIT
92270,1.0,13:47,1727.0,40.0,KC
231626,2.0,06:48,1308.0,35.0,NYG
125774,,04:30,1170.0,9.0,DAL
220147,4.0,11:45,2505.0,30.0,HOU
340794,,06:30,2190.0,0.0,CLE
43748,2.0,09:04,544.0,5.0,ARI
163733,3.0,10:30,3330.0,5.0,BUF
183541,1.0,13:06,1686.0,23.0,MIA
263501,2.0,07:58,478.0,30.0,JAC
322787,1.0,01:03,963.0,36.0,ARI
363021,3.0,04:05,2945.0,4.0,OAK
16532,3.0,12:22,2542.0,38.0,CLE
130152,2.0,04:51,291.0,8.0,CLE
70128,1.0,12:59,3479.0,0.0,MID
253794,2.0,11:51,3411.0,6.0,OAK
394254,3.0,10:26,1526.0,38.0,KC
316611,3.0,01:27,1887.0,3.0,MIN
68517,1.0,04:59,2999.0,37.0,MIA
270209,,00:00,900.0,16.0,SEA
57783,2.0,02:59,179.0,0.0,NYJ
301012,2.0,02:34,154.0,6.0,TB
143015,2.0,04:30,2970.0,37.0,CLE
274036,1.0,08:06,2286.0,11.0,TB
323762,,15:00,3600.0,0.0,CIN
171718,2.0,10:43,2443.0,39.0,CHI
37337,3.0,15:00,2700.0,0.0,TEN
390538,4.0,14:24,2664.0,5.0,DAL
93104,1.0,01:34,1894.0,11.0,TB
63187,1.0,15:00,2700.0,28.0,MIA
64777,2.0,01:19,79.0,37.0,SEA
319995,2.0,07:13,2233.0,37.0,WAS
26755,1.0,13:49,1729.0,27.0,SF
102932,1.0,05:26,3026.0,15.0,BUF
99437,1.0,08:41,2321.0,5.0,ATL
275856,2.0,15:00,2700.0,0.0,DAL
262671,,00:00,2700.0,16.0,NE
357465,1.0,02:04,124.0,7.0,TEN
113001,1.0,02:56,1076.0,47.0,ATL
335315,1.0,06:58,418.0,45.0,ATL
135437,3.0,13:44,824.0,38.0,STL
244065,3.0,12:01,2521.0,41.0,SD
306485,,10:10,1510.0,4.0,CIN
48859,3.0,03:59,1139.0,38.0,CLE
199519,4.0,00:22,22.0,0.0,CLE
96561,4.0,11:14,3374.0,3.0,STL
100483,2.0,09:33,2373.0,41.0,IND
367015,2.0,12:58,2578.0,33.0,SEA
393156,3.0,02:01,2821.0,0.0,DEN
243495,4.0,00:33,33.0,0.0,OAK
66835,1.0,04:11,251.0,25.0,PHI
248235,1.0,05:20,320.0,5.0,SF
386095,2.0,10:57,2457.0,37.0,CHI
79084,,15:00,3600.0,0.0,WAS
118582,2.0,01:12,1872.0,44.0,BUF
82078,2.0,09:12,3252.0,28.0,BUF
172544,3.0,03:15,195.0,0.0,CLE
89250,4.0,00:45,1845.0,0.0,STL
391105,3.0,07:49,1369.0,5.0,DAL
86545,1.0,07:46,466.0,37.0,PHI
327832,1.0,00:25,925.0,3.0,PIT
5442,2.0,05:02,3002.0,43.0,MIA
180956,1.0,04:56,2996.0,22.0,CAR
154412,3.0,01:15,75.0,45.0,WAS
219441,1.0,08:09,3189.0,36.0,DET
32173,3.0,12:05,1625.0,22.0,CIN
329836,2.0,12:05,3425.0,27.0,BUF
360324,1.0,00:36,36.0,0.0,PIT
101965,4.0,03:22,2002.0,6.0,BUF
223691,4.0,02:00,120.0,28.0,ATL
347818,2.0,12:25,2545.0,31.0,NYJ
345473,2.0,04:57,1197.0,37.0,WAS
215399,1.0,01:21,981.0,12.0,BUF
249925,,02:00,120.0,28.0,SF
22929,,01:15,75.0,45.0,DEN
302252,2.0,00:02,902.0,5.0,NE
227145,2.0,15:00,2700.0,0.0,TB
66332,3.0,11:03,3363.0,5.0,NO
177473,2.0,03:21,2901.0,31.0,BAL
377534,4.0,03:27,1107.0,41.0,WAS
24872,2.0,02:14,1034.0,27.0,IND
48940,1.0,02:23,2843.0,27.0,OAK
142830,1.0,08:14,3194.0,44.0,SEA
100594,2.0,05:29,329.0,36.0,IND
304261,2.0,00:19,19.0,24.0,CLE
1830,,04:11,1151.0,0.0,ARI
9452,1.0,00:15,15.0,7.0,KC
51486,3.0,02:46,166.0,29.0,SF
205013,3.0,03:27,2907.0,33.0,CHI
203513,2.0,00:02,1802.0,5.0,GB
47186,1.0,09:39,579.0,34.0,BAL
125812,1.0,05:41,341.0,0.0,NYG
366005,1.0,02:25,1945.0,6.0,KC
74852,1.0,03:10,2890.0,44.0,PHI
224229,3.0,07:55,3175.0,47.0,CHI
40808,2.0,13:23,3503.0,36.0,STL
212003,3.0,03:29,1109.0,40.0,JAC
158368,2.0,12:40,760.0,6.0,TEN
303699,,00:00,900.0,27.0,JAC
382847,1.0,14:59,3599.0,1.0,HOU
143869,3.0,03:31,211.0,41.0,CAR
322016,1.0,06:19,2179.0,9.0,IND
47107,1.0,05:57,2157.0,28.0,NYJ
119364,3.0,02:18,138.0,8.0,SEA
269610,1.0,13:11,2591.0,32.0,OAK
64155,,00:22,1822.0,7.0,SD
247217,1.0,01:23,83.0,32.0,ARI
302564,3.0,05:39,2139.0,37.0,GB
59121,1.0,00:09,2709.0,34.0,TB
77597,2.0,03:42,2022.0,39.0,IND
200795,1.0,01:42,2802.0,25.0,DEN
337174,4.0,01:32,1892.0,0.0,DET
310216,2.0,09:15,555.0,4.0,CIN
15610,1.0,12:59,779.0,6.0,SD
33279,2.0,06:32,392.0,44.0,MIN
139338,2.0,10:42,642.0,43.0,DAL
37189,1.0,05:37,2137.0,33.0,BUF
325189,3.0,05:13,3013.0,4.0,NO
1303,1.0,05:57,1257.0,46.0,PHI
28944,3.0,12:04,3424.0,26.0,SEA
392413,4.0,14:23,2663.0,37.0,NYJ
387364,3.0,06:45,2205.0,41.0,CIN
115796,,09:32,2372.0,7.0,DET
294931,3.0,02:42,162.0,43.0,GB
346643,1.0,11:53,1613.0,44.0,BAL
175297,2.0,02:33,1053.0,6.0,KC
107722,1.0,06:55,1315.0,31.0,JAC
110757,3.0,06:53,413.0,38.0,NO
328463,2.0,06:57,3117.0,36.0,PHI
82364,4.0,04:20,260.0,31.0,CLE
258395,1.0,07:57,477.0,16.0,NO
357733,2.0,03:58,2038.0,31.0,SD
305187,3.0,05:41,3041.0,44.0,DAL
310711,1.0,08:26,2306.0,0.0,ARI
274892,,04:20,260.0,7.0,CIN
29159,3.0,11:00,2460.0,22.0,IND
29409,,11:45,705.0,5.0,CAR
143107,3.0,08:37,1417.0,31.0,CLE
61106,3.0,00:29,1829.0,0.0,NO
253245,1.0,13:31,811.0,14.0,DET
98007,2.0,13:25,2605.0,34.0,CLE
160805,1.0,06:04,2164.0,44.0,ATL
244510,,07:19,439.0,6.0,TB
261116,2.0,08:20,2300.0,33.0,DEN
132205,,00:42,1842.0,9.0,NO
155557,2.0,08:34,1414.0,8.0,SD
143026,2.0,00:17,2717.0,33.0,BAL
364701,,15:00,3600.0,0.0,MIN
394200,1.0,12:29,2549.0,8.0,NYJ
215623,2.0,08:37,2317.0,29.0,PHI
113684,1.0,04:11,2051.0,46.0,PIT
193721,3.0,13:01,2581.0,43.0,NYG
388680,3.0,04:11,251.0,41.0,DET
292906,,15:00,3600.0,0.0,MIA
386139,3.0,12:34,1654.0,39.0,CHI
174323,1.0,08:12,3192.0,8.0,ATL
395059,2.0,07:14,3134.0,37.0,NE
295035,2.0,00:34,1834.0,0.0,TB
266676,2.0,08:06,1386.0,36.0,PIT
223351,2.0,10:51,651.0,39.0,MIA
287273,1.0,07:06,426.0,8.0,SEA
386628,4.0,06:55,2215.0,31.0,JAX
359038,2.0,00:36,936.0,42.0,CIN
324454,1.0,10:48,648.0,34.0,SEA
337911,2.0,04:03,2043.0,19.0,ATL
219431,3.0,12:19,3439.0,42.0,DET
227031,1.0,05:53,1253.0,13.0,MIA
111372,1.0,14:01,2641.0,9.0,NYG
362728,2.0,00:51,1851.0,6.0,NYJ
220580,1.0,10:48,648.0,34.0,IND
322989,3.0,10:17,617.0,3.0,TEN
209893,1.0,00:49,949.0,10.0,CLE
365626,1.0,08:50,2330.0,0.0,PIT
290626,3.0,07:23,2243.0,37.0,NO
31922,1.0,08:23,3203.0,38.0,STL
152525,,04:35,2075.0,4.0,OAK
321670,3.0,13:39,1719.0,38.0,JAX
105390,2.0,10:31,3331.0,0.0,SD
269122,,00:33,1833.0,3.0,KC
236279,,15:00,3600.0,0.0,CLE
302036,4.0,00:16,1816.0,6.0,SEA
362081,1.0,08:12,3192.0,37.0,ATL
218851,3.0,03:57,237.0,0.0,DAL
44836,,00:05,1805.0,4.0,TB
84368,1.0,04:07,2047.0,8.0,KC
293930,,02:00,1920.0,25.0,SF
232243,2.0,13:40,2620.0,39.0,GB
251379,,00:00,0.0,35.0,PHI
121389,1.0,03:32,2912.0,7.0,PIT
103378,4.0,13:08,788.0,6.0,JAC
283925,,12:58,778.0,0.0,NE
42909,1.0,10:35,3335.0,37.0,NE
353237,1.0,14:56,3596.0,4.0,LA
372830,2.0,07:49,469.0,7.0,NYG
312559,3.0,14:13,853.0,4.0,NE
205923,1.0,13:25,1705.0,46.0,MIA
119281,,00:36,1836.0,3.0,WAS
109998,2.0,13:40,2620.0,37.0,CLE
179584,,00:35,1835.0,5.0,ARI
60638,4.0,05:23,323.0,35.0,PIT
134764,3.0,00:33,33.0,25.0,CHI
390532,3.0,00:22,2722.0,0.0,DAL
87610,1.0,07:17,3137.0,26.0,KC
393143,2.0,07:51,3171.0,41.0,DEN
13908,2.0,14:40,3580.0,16.0,NO
158866,4.0,00:09,1809.0,0.0,CAR
318877,1.0,14:26,2666.0,34.0,DET
135734,2.0,00:45,1845.0,30.0,JAC
57554,3.0,00:53,953.0,4.0,SF
313989,1.0,09:24,564.0,45.0,BUF
33077,2.0,00:43,943.0,37.0,NYG
362785,3.0,11:18,678.0,47.0,NYJ
403840,2.0,09:33,3273.0,35.0,LAC
309565,,05:44,3044.0,0.0,MIN
188740,,00:03,1803.0,34.0,BAL
41929,3.0,11:38,2498.0,5.0,BUF
174145,3.0,11:18,3378.0,41.0,NYJ
102202,1.0,11:50,710.0,37.0,SF
125003,3.0,06:16,2176.0,20.0,CHI
365000,2.0,08:56,536.0,35.0,DEN
241395,1.0,00:25,25.0,17.0,STL
133777,3.0,00:04,1804.0,0.0,CLE
353540,2.0,10:46,646.0,43.0,SEA
341557,1.0,10:25,625.0,7.0,PHI
237370,1.0,09:25,565.0,22.0,DET
398477,,01:49,109.0,6.0,ARI
300839,1.0,14:14,3554.0,38.0,IND
283036,3.0,04:32,272.0,41.0,NO
371576,2.0,06:48,408.0,4.0,CAR
298566,2.0,09:07,3247.0,26.0,MIA
281526,3.0,01:48,1908.0,5.0,DEN
135811,,01:46,106.0,5.0,MIN
369446,3.0,07:22,442.0,37.0,DET
273043,,00:07,7.0,0.0,DAL
198207,4.0,12:25,1645.0,21.0,HOU
252278,2.0,12:44,3464.0,40.0,WAS
271984,2.0,00:18,18.0,6.0,SEA
22750,3.0,04:58,298.0,34.0,CAR
82910,1.0,03:11,191.0,5.0,DAL
132051,2.0,05:20,1220.0,37.0,SF
330876,1.0,03:37,217.0,7.0,BUF
100264,,11:58,3418.0,9.0,BAL
110742,1.0,11:55,715.0,5.0,NO
243758,,00:00,1800.0,11.0,DEN
329613,3.0,00:07,907.0,6.0,ATL
274619,,02:00,1920.0,18.0,BUF
309782,2.0,04:28,2068.0,30.0,GB
118844,1.0,03:14,194.0,8.0,ARI
344374,1.0,14:56,1796.0,4.0,TB
325175,2.0,08:29,3209.0,37.0,ATL
21385,,00:52,52.0,10.0,GB
319960,1.0,02:10,2830.0,39.0,WAS
396934,2.0,14:28,3568.0,27.0,DET
31344,,01:19,79.0,0.0,NO
378968,,10:08,608.0,8.0,BUF
31834,1.0,09:08,1448.0,40.0,TB
199052,1.0,15:00,2700.0,44.0,CAR
192501,3.0,11:59,3419.0,23.0,KC
383102,1.0,02:59,1979.0,20.0,WAS
277372,4.0,10:02,1502.0,7.0,JAC
126161,1.0,10:03,603.0,11.0,ATL
197099,2.0,01:45,2805.0,41.0,NE
125281,4.0,10:13,613.0,6.0,SF
84888,1.0,11:45,2505.0,9.0,STL
374300,1.0,08:29,-391.0,6.0,IND
290218,2.0,02:52,2872.0,44.0,ARI
317437,1.0,03:42,2922.0,3.0,CIN
27277,3.0,07:10,1330.0,6.0,OAK
163366,,00:00,0.0,12.0,DAL
322828,1.0,04:22,262.0,20.0,ARI
266028,,02:45,1065.0,0.0,CHI
71669,,12:40,760.0,21.0,OAK
70176,2.0,08:08,2288.0,38.0,CAR
258629,1.0,05:43,3043.0,5.0,ARI
392324,1.0,01:02,962.0,12.0,PHI
293662,,00:45,45.0,10.0,PIT
370994,2.0,03:31,1111.0,38.0,NO
9741,1.0,03:32,1112.0,0.0,TB
20088,2.0,01:22,982.0,35.0,ATL
299704,2.0,12:49,1669.0,42.0,DET
149683,,00:00,1800.0,10.0,BUF
370361,2.0,04:05,245.0,5.0,LAC
39378,1.0,08:41,521.0,44.0,BUF
211836,2.0,12:30,750.0,41.0,TEN
359808,3.0,13:34,3514.0,43.0,TEN
336489,2.0,10:25,625.0,38.0,IND
387111,1.0,02:27,147.0,7.0,TB
178442,1.0,08:29,509.0,18.0,NO
306648,1.0,00:31,1831.0,25.0,IND
45291,2.0,09:50,3290.0,45.0,NYG
383733,4.0,06:46,406.0,44.0,BUF
23733,1.0,03:15,1095.0,43.0,MIA
394463,3.0,02:13,1033.0,36.0,DEN
235024,3.0,09:53,593.0,23.0,OAK
145091,1.0,11:22,682.0,51.0,WAS
156293,3.0,09:15,555.0,5.0,CIN
210427,1.0,10:59,659.0,35.0,OAK
206289,1.0,03:52,1132.0,7.0,NYJ
295597,1.0,05:38,338.0,7.0,WAS
116723,3.0,08:39,1419.0,34.0,ARI
4901,2.0,00:52,52.0,5.0,BAL
253919,,12:20,740.0,9.0,OAK
162528,,15:00,1800.0,3.0,IND
97920,2.0,14:26,866.0,34.0,CIN
113020,1.0,11:30,690.0,27.0,ATL
54632,2.0,06:27,387.0,40.0,HOU
301149,2.0,04:32,1172.0,43.0,KC
86431,3.0,01:50,2810.0,3.0,PHI
103076,1.0,00:59,59.0,4.0,BUF
40188,2.0,06:44,1304.0,29.0,HOU
41465,,01:29,989.0,9.0,NYJ
104254,4.0,00:22,922.0,4.0,CLE
22899,3.0,11:24,684.0,44.0,DEN
296394,2.0,14:24,2664.0,36.0,NYG
355201,4.0,00:50,1850.0,6.0,NYG
257924,2.0,01:33,2793.0,42.0,TB
178606,2.0,01:12,972.0,33.0,HOU
254045,,02:00,1920.0,13.0,CLE
213697,3.0,15:00,2700.0,2.0,WAS
306158,2.0,03:53,1133.0,4.0,DET
61399,2.0,13:37,2617.0,32.0,SF
181350,4.0,09:04,1444.0,4.0,CLE
341540,4.0,13:52,832.0,19.0,ATL
191355,2.0,09:38,578.0,35.0,BUF
306132,3.0,14:14,1754.0,7.0,DET
114157,3.0,13:37,2617.0,36.0,BAL
220465,3.0,08:38,3218.0,42.0,KC
69003,3.0,05:31,331.0,41.0,KC
206855,2.0,14:11,851.0,5.0,WAS
25268,,01:29,89.0,6.0,CAR
217118,2.0,04:57,2997.0,33.0,SF
193542,1.0,05:46,3046.0,0.0,ATL
10953,,12:11,3431.0,7.0,PHI
19332,1.0,11:35,2495.0,40.0,SD
258506,2.0,02:23,1943.0,28.0,MIN
277649,3.0,07:04,3124.0,27.0,NYJ
365474,3.0,01:23,1883.0,0.0,CHI
403742,4.0,09:43,1483.0,46.0,LA
198657,2.0,02:25,2845.0,33.0,IND
156446,1.0,13:41,821.0,36.0,WAS
83956,1.0,03:19,199.0,10.0,PIT
75131,1.0,00:55,955.0,5.0,DEN
262366,1.0,01:14,1874.0,0.0,ATL
261446,1.0,01:06,2766.0,39.0,SEA
252893,2.0,01:09,969.0,36.0,KC
92979,1.0,05:20,1220.0,6.0,CAR
129855,1.0,09:01,2341.0,48.0,MIA
127011,2.0,03:10,190.0,34.0,MIA
180852,2.0,10:44,1544.0,7.0,JAC
115201,1.0,11:29,3389.0,32.0,OAK
140535,2.0,03:57,237.0,43.0,JAC
52179,1.0,04:26,266.0,0.0,DEN
65521,2.0,01:20,2780.0,4.0,NE
73133,1.0,13:06,2586.0,6.0,NYJ
256049,2.0,04:14,1154.0,6.0,DAL
384524,,00:42,1842.0,0.0,
93610,1.0,06:14,2174.0,12.0,NYJ
255600,,00:00,0.0,17.0,SD
322949,3.0,10:39,1539.0,44.0,TEN
184692,2.0,07:54,474.0,38.0,NO
117213,2.0,00:18,1818.0,24.0,PHI
347657,2.0,07:23,2243.0,43.0,SEA
224818,3.0,08:11,1391.0,5.0,SD
217313,2.0,09:13,2353.0,19.0,NYG
130964,2.0,04:54,2094.0,32.0,SF
288435,1.0,03:33,2013.0,45.0,CLE
82856,1.0,06:56,1316.0,45.0,WAS
229103,1.0,10:20,2420.0,43.0,CLE
108366,1.0,07:15,3135.0,10.0,ARI
106473,1.0,09:55,2395.0,43.0,ARI
355658,2.0,12:22,3442.0,5.0,NO
384329,2.0,07:28,2248.0,25.0,LA
171187,3.0,02:00,1920.0,0.0,GB
174126,3.0,01:27,87.0,3.0,NE
154337,,00:00,1800.0,23.0,WAS
199120,4.0,03:43,1123.0,7.0,TB
2370,3.0,04:33,273.0,42.0,GB
69047,3.0,07:27,3147.0,0.0,STL
73151,1.0,03:57,2037.0,38.0,NYJ
244140,3.0,03:08,1088.0,1.0,DEN
356411,2.0,04:05,2045.0,22.0,DAL
313625,4.0,09:37,577.0,45.0,NYG
396820,,01:59,1919.0,8.0,DAL
395638,2.0,11:06,1566.0,46.0,NYG
206611,1.0,01:50,1910.0,10.0,PIT
381729,2.0,06:06,1266.0,35.0,NYJ
154964,1.0,05:05,3005.0,37.0,DAL
237983,,13:03,2583.0,42.0,SF
2500,4.0,02:37,1057.0,42.0,NE
344059,2.0,13:12,792.0,21.0,IND
211728,,02:33,2853.0,5.0,IND
171444,1.0,14:15,855.0,0.0,HOU
207888,3.0,01:28,1888.0,0.0,NYG
12178,,04:09,2949.0,14.0,ATL
97848,2.0,10:02,2402.0,42.0,CIN
284307,1.0,01:54,114.0,6.0,NYG
126348,4.0,12:02,3422.0,42.0,IND
324554,,00:45,1845.0,43.0,KC
126865,1.0,08:37,3217.0,13.0,MIA
282957,3.0,00:21,1821.0,4.0,NO
304888,,00:00,1800.0,22.0,CAR
366397,1.0,10:17,1517.0,20.0,IND
396932,,15:00,3600.0,0.0,TB
252195,3.0,11:54,1614.0,43.0,NO
106522,1.0,11:28,1588.0,35.0,ARI
